"","cityid","city","statefips","city_pop2019","date","gps_retail_and_recreation","gps_grocery_and_pharmacy","gps_parks","gps_transit_stations","gps_workplaces","gps_residential","gps_away_from_home","bc","co","no2","o3","pm10","pm25","so2"
"2116",10,"FORT WORTH",48,2102515,"2020-08-04",-0.141,-0.0414,0.433,-0.384,-0.327,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2117",10,"FORT WORTH",48,2102515,"2020-08-05",-0.14,-0.04,0.45,-0.386,-0.327,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2118",10,"FORT WORTH",48,2102515,"2020-08-06",-0.14,-0.04,0.464,-0.384,-0.327,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2119",10,"FORT WORTH",48,2102515,"2020-08-07",-0.141,-0.0429,0.454,-0.387,-0.326,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2120",10,"FORT WORTH",48,2102515,"2020-08-08",-0.14,-0.0429,0.45,-0.391,-0.326,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2121",10,"FORT WORTH",48,2102515,"2020-08-09",-0.139,-0.0429,0.44,-0.391,-0.324,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2122",10,"FORT WORTH",48,2102515,"2020-08-10",-0.141,-0.0457,0.429,-0.391,-0.324,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2123",10,"FORT WORTH",48,2102515,"2020-08-11",-0.144,-0.0471,0.413,-0.391,-0.324,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2124",10,"FORT WORTH",48,2102515,"2020-08-12",-0.146,-0.05,0.371,-0.391,-0.324,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2125",10,"FORT WORTH",48,2102515,"2020-08-13",-0.149,-0.0514,0.339,-0.394,-0.324,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2126",10,"FORT WORTH",48,2102515,"2020-08-14",-0.151,-0.0543,0.314,-0.394,-0.326,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2127",10,"FORT WORTH",48,2102515,"2020-08-15",-0.153,-0.0557,0.286,-0.391,-0.329,0.0943,-0.11,NA,NA,NA,NA,NA,NA,NA
"2128",10,"FORT WORTH",48,2102515,"2020-08-16",-0.159,-0.0614,0.257,-0.393,-0.331,0.0957,-0.113,NA,NA,NA,NA,NA,NA,NA
"2129",10,"FORT WORTH",48,2102515,"2020-08-17",NA,NA,NA,NA,-0.331,0.0957,-0.113,NA,NA,NA,NA,NA,NA,NA
"2130",10,"FORT WORTH",48,2102515,"2020-08-18",NA,NA,NA,NA,-0.33,0.0957,-0.113,NA,NA,NA,NA,NA,NA,NA
"2131",10,"FORT WORTH",48,2102515,"2020-08-19",NA,NA,NA,NA,-0.329,0.0943,-0.111,NA,NA,NA,NA,NA,NA,NA
"2132",10,"FORT WORTH",48,2102515,"2020-08-20",NA,NA,NA,NA,-0.327,0.0943,-0.111,NA,NA,NA,NA,NA,NA,NA
"2133",10,"FORT WORTH",48,2102515,"2020-08-21",NA,NA,NA,NA,-0.324,0.0943,-0.111,NA,NA,NA,NA,NA,NA,NA
"2134",10,"FORT WORTH",48,2102515,"2020-08-22",NA,NA,NA,NA,-0.321,0.0929,-0.109,NA,NA,NA,NA,NA,NA,NA
"2135",10,"FORT WORTH",48,2102515,"2020-08-23",NA,NA,NA,NA,-0.317,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2136",10,"FORT WORTH",48,2102515,"2020-08-24",NA,NA,NA,NA,-0.316,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2137",10,"FORT WORTH",48,2102515,"2020-08-25",NA,NA,NA,NA,-0.316,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2138",10,"FORT WORTH",48,2102515,"2020-08-26",NA,NA,NA,NA,-0.314,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2139",10,"FORT WORTH",48,2102515,"2020-08-27",NA,NA,NA,NA,-0.313,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2140",10,"FORT WORTH",48,2102515,"2020-08-28",NA,NA,NA,NA,-0.311,0.0914,-0.106,NA,NA,NA,NA,NA,NA,NA
"2141",10,"FORT WORTH",48,2102515,"2020-08-29",NA,NA,NA,NA,-0.311,0.0929,-0.108,NA,NA,NA,NA,NA,NA,NA
"2142",10,"FORT WORTH",48,2102515,"2020-08-30",NA,NA,NA,NA,-0.313,0.0943,-0.111,NA,NA,NA,NA,NA,NA,NA
"2143",10,"FORT WORTH",48,2102515,"2020-08-31",NA,NA,NA,NA,-0.313,0.0943,-0.111,NA,NA,NA,NA,NA,NA,NA
"2144",10,"FORT WORTH",48,2102515,"2020-09-01",NA,NA,NA,NA,-0.313,0.0957,-0.112,NA,NA,NA,NA,NA,NA,NA
"2145",10,"FORT WORTH",48,2102515,"2020-09-02",NA,NA,NA,NA,-0.314,0.0971,-0.114,NA,NA,NA,NA,NA,NA,NA
"2146",10,"FORT WORTH",48,2102515,"2020-09-03",NA,NA,NA,NA,-0.316,0.0957,-0.113,NA,NA,NA,NA,NA,NA,NA
"2147",10,"FORT WORTH",48,2102515,"2020-09-04",NA,NA,NA,NA,-0.319,0.0929,-0.11,NA,NA,NA,NA,NA,NA,NA
"2148",10,"FORT WORTH",48,2102515,"2020-09-05",NA,NA,NA,NA,-0.327,0.0914,-0.107,NA,NA,NA,NA,NA,NA,NA
"2149",10,"FORT WORTH",48,2102515,"2020-09-06",NA,NA,NA,NA,-0.331,0.0871,-0.0987,NA,NA,NA,NA,NA,NA,NA
"2150",10,"FORT WORTH",48,2102515,"2020-09-07",NA,NA,NA,NA,-0.38,0.0971,-0.111,NA,NA,NA,NA,NA,NA,NA
"2151",10,"FORT WORTH",48,2102515,"2020-09-08",NA,NA,NA,NA,-0.333,0.0843,-0.0959,NA,NA,NA,NA,NA,NA,NA
"2152",10,"FORT WORTH",48,2102515,"2020-09-09",NA,NA,NA,NA,-0.333,0.0829,-0.0943,NA,NA,NA,NA,NA,NA,NA
"2153",10,"FORT WORTH",48,2102515,"2020-09-10",NA,NA,NA,NA,-0.331,0.0829,-0.0943,NA,NA,NA,NA,NA,NA,NA
"2154",10,"FORT WORTH",48,2102515,"2020-09-11",NA,NA,NA,NA,-0.327,0.0829,-0.0943,NA,NA,NA,NA,NA,NA,NA
"2155",10,"FORT WORTH",48,2102515,"2020-09-12",NA,NA,NA,NA,-0.316,0.0829,-0.0943,NA,NA,NA,NA,NA,NA,NA
"2156",10,"FORT WORTH",48,2102515,"2020-09-13",NA,NA,NA,NA,-0.311,0.0857,-0.1,NA,NA,NA,NA,NA,NA,NA
"2157",10,"FORT WORTH",48,2102515,"2020-09-14",NA,NA,NA,NA,-0.306,0.0829,-0.0967,NA,NA,NA,NA,NA,NA,NA
"2158",10,"FORT WORTH",48,2102515,"2020-09-15",NA,NA,NA,NA,-0.299,0.0814,-0.0953,NA,NA,NA,NA,NA,NA,NA
"2159",10,"FORT WORTH",48,2102515,"2020-09-16",NA,NA,NA,NA,-0.294,0.08,-0.0937,NA,NA,NA,NA,NA,NA,NA
"2160",10,"FORT WORTH",48,2102515,"2020-09-17",NA,NA,NA,NA,-0.291,0.0786,-0.0923,NA,NA,NA,NA,NA,NA,NA
"2161",10,"FORT WORTH",48,2102515,"2020-09-18",NA,NA,NA,NA,-0.29,0.0786,-0.0923,NA,NA,NA,NA,NA,NA,NA
"2162",10,"FORT WORTH",48,2102515,"2020-09-19",NA,NA,NA,NA,-0.293,0.0771,-0.0898,NA,NA,NA,NA,NA,NA,NA
"2163",10,"FORT WORTH",48,2102515,"2020-09-20",NA,NA,NA,NA,-0.291,0.0757,-0.0868,NA,NA,NA,NA,NA,NA,NA
"2164",10,"FORT WORTH",48,2102515,"2020-09-21",NA,NA,NA,NA,-0.294,0.0771,-0.0885,NA,NA,NA,NA,NA,NA,NA
"2165",10,"FORT WORTH",48,2102515,"2020-09-22",NA,NA,NA,NA,-0.296,0.08,-0.0913,NA,NA,NA,NA,NA,NA,NA
"2166",10,"FORT WORTH",48,2102515,"2020-09-23",NA,NA,NA,NA,-0.294,0.08,-0.0913,NA,NA,NA,NA,NA,NA,NA
"2167",10,"FORT WORTH",48,2102515,"2020-09-24",NA,NA,NA,NA,-0.293,0.08,-0.0913,NA,NA,NA,NA,NA,NA,NA
"2168",10,"FORT WORTH",48,2102515,"2020-09-25",NA,NA,NA,NA,-0.291,0.08,-0.0913,NA,NA,NA,NA,NA,NA,NA
"2169",10,"FORT WORTH",48,2102515,"2020-09-26",NA,NA,NA,NA,-0.289,0.08,-0.0913,NA,NA,NA,NA,NA,NA,NA
"2170",10,"FORT WORTH",48,2102515,"2020-09-27",NA,NA,NA,NA,-0.289,0.0814,-0.0942,NA,NA,NA,NA,NA,NA,NA
"2171",11,"SAN ANTONIO",48,2003554,"2020-02-24",0.00714,0.0343,-0.0386,-0.0229,0.0214,-0.00143,0.00361,NA,NA,NA,0.028,NA,3.8,NA
"2172",11,"SAN ANTONIO",48,2003554,"2020-02-25",0.0186,0.04,-0.00857,-0.0229,0.0229,-0.00286,0.00501,NA,NA,NA,0.007,NA,6.5,NA
"2173",11,"SAN ANTONIO",48,2003554,"2020-02-26",0.0371,0.0486,0.0214,-0.0157,0.0229,-0.00714,0.00981,NA,NA,NA,0.037,NA,3.25,NA
"2174",11,"SAN ANTONIO",48,2003554,"2020-02-27",0.0557,0.0614,0.0814,-0.00429,0.0243,-0.0129,0.0156,NA,NA,NA,0.023,NA,5.25,NA
"2175",11,"SAN ANTONIO",48,2003554,"2020-02-28",0.0657,0.0714,0.09,0.00429,0.0243,-0.0157,0.0183,NA,NA,NA,0.02,NA,5.85,NA
"2176",11,"SAN ANTONIO",48,2003554,"2020-02-29",0.0743,0.08,0.09,0.01,0.0257,-0.0171,0.0208,NA,NA,NA,NA,NA,NA,NA
"2177",11,"SAN ANTONIO",48,2003554,"2020-03-01",0.0857,0.0914,0.0971,0.0114,0.0271,-0.02,0.0266,NA,NA,NA,NA,NA,NA,NA
"2178",11,"SAN ANTONIO",48,2003554,"2020-03-02",0.0929,0.101,0.09,0.0129,0.0271,-0.0214,0.0283,NA,NA,NA,0.035,NA,12.1,NA
"2179",11,"SAN ANTONIO",48,2003554,"2020-03-03",0.0986,0.114,0.08,0.0143,0.0271,-0.0214,0.0283,NA,NA,NA,0.026,NA,16.1,NA
"2180",11,"SAN ANTONIO",48,2003554,"2020-03-04",0.0943,0.116,0.0771,0.0129,0.0257,-0.0186,0.0251,NA,NA,NA,0.024,NA,6.35,NA
"2181",11,"SAN ANTONIO",48,2003554,"2020-03-05",0.0914,0.119,0.0914,0.0171,0.0257,-0.0186,0.0251,NA,NA,NA,0.0365,NA,3.45,NA
"2182",11,"SAN ANTONIO",48,2003554,"2020-03-06",0.0857,0.116,0.0929,0.0171,0.0243,-0.0171,0.0237,NA,NA,NA,0.033,NA,4.7,NA
"2183",11,"SAN ANTONIO",48,2003554,"2020-03-07",0.0771,0.109,0.08,0.0157,0.0214,-0.0157,0.0212,NA,NA,NA,0.032,NA,8.8,NA
"2184",11,"SAN ANTONIO",48,2003554,"2020-03-08",0.0657,0.0971,0.0857,0.0157,0.0186,-0.0143,0.0183,NA,NA,NA,0.035,NA,5.3,NA
"2185",11,"SAN ANTONIO",48,2003554,"2020-03-09",0.0629,0.0871,0.0729,0.00429,-0.0114,-0.00714,0.00987,NA,NA,NA,0.031,NA,7.9,NA
"2186",11,"SAN ANTONIO",48,2003554,"2020-03-10",0.0614,0.0757,0.124,-2.66e-10,-0.04,-0.00286,0.00569,NA,NA,NA,0.0195,NA,10.3,NA
"2187",11,"SAN ANTONIO",48,2003554,"2020-03-11",0.0657,0.0786,0.194,-0.00429,-0.0671,0,0.00249,NA,NA,NA,0.0275,NA,10,NA
"2188",11,"SAN ANTONIO",48,2003554,"2020-03-12",0.0657,0.0929,0.217,-0.0171,-0.0971,0.00571,-0.00326,NA,NA,NA,0.024,NA,10.85,NA
"2189",11,"SAN ANTONIO",48,2003554,"2020-03-13",0.06,0.129,0.211,-0.0329,-0.129,0.0129,-0.0102,NA,NA,NA,0.023,NA,12.3,NA
"2190",11,"SAN ANTONIO",48,2003554,"2020-03-14",0.0414,0.141,0.189,-0.0471,-0.136,0.0171,-0.0177,NA,NA,NA,0.0265,NA,13.65,NA
"2191",11,"SAN ANTONIO",48,2003554,"2020-03-15",0.02,0.149,0.133,-0.0671,-0.144,0.0229,-0.0293,NA,NA,NA,0.02,NA,10.55,NA
"2192",11,"SAN ANTONIO",48,2003554,"2020-03-16",0.00429,0.169,0.13,-0.0786,-0.147,0.0271,-0.0344,NA,NA,NA,0.015,NA,9.35,NA
"2193",11,"SAN ANTONIO",48,2003554,"2020-03-17",-0.0243,0.183,0.06,-0.1,-0.156,0.0371,-0.0442,NA,NA,NA,0.021,NA,9.6,NA
"2194",11,"SAN ANTONIO",48,2003554,"2020-03-18",-0.0614,0.19,-0.0157,-0.124,-0.169,0.05,-0.0586,NA,NA,NA,0.02,NA,11.55,NA
"2195",11,"SAN ANTONIO",48,2003554,"2020-03-19",-0.11,0.183,-0.0914,-0.156,-0.184,0.0657,-0.0744,NA,NA,NA,0.024,NA,18.8,NA
"2196",11,"SAN ANTONIO",48,2003554,"2020-03-20",-0.159,0.151,-0.179,-0.193,-0.204,0.0857,-0.0937,NA,NA,NA,0.0255,NA,7.8,NA
"2197",11,"SAN ANTONIO",48,2003554,"2020-03-21",-0.21,0.121,-0.26,-0.24,-0.237,0.104,-0.126,NA,NA,NA,0.018,NA,3.8,NA
"2198",11,"SAN ANTONIO",48,2003554,"2020-03-22",-0.257,0.0957,-0.313,-0.279,-0.271,0.117,-0.152,NA,NA,NA,0.006,NA,5.4,NA
"2199",11,"SAN ANTONIO",48,2003554,"2020-03-23",-0.294,0.07,-0.336,-0.304,-0.297,0.13,-0.168,NA,NA,NA,0.018,NA,12.45,NA
"2200",11,"SAN ANTONIO",48,2003554,"2020-03-24",-0.319,0.0543,-0.354,-0.324,-0.321,0.14,-0.177,NA,NA,NA,0.023,NA,11.4,NA
"2201",11,"SAN ANTONIO",48,2003554,"2020-03-25",-0.36,0.00714,-0.39,-0.353,-0.35,0.154,-0.193,NA,NA,NA,0.013,NA,17.25,NA
"2202",11,"SAN ANTONIO",48,2003554,"2020-03-26",-0.383,-0.0357,-0.407,-0.37,-0.374,0.166,-0.205,NA,NA,NA,0.025,NA,17.8,NA
"2203",11,"SAN ANTONIO",48,2003554,"2020-03-27",-0.396,-0.0729,-0.383,-0.38,-0.393,0.173,-0.212,NA,NA,NA,0.023,NA,14.55,NA
"2204",11,"SAN ANTONIO",48,2003554,"2020-03-28",-0.399,-0.0914,-0.354,-0.383,-0.404,0.176,-0.217,NA,NA,NA,0.024,NA,11.1,NA
"2205",11,"SAN ANTONIO",48,2003554,"2020-03-29",-0.404,-0.111,-0.33,-0.389,-0.416,0.177,-0.22,NA,NA,NA,0.028,NA,9.25,NA
"2206",11,"SAN ANTONIO",48,2003554,"2020-03-30",-0.419,-0.141,-0.363,-0.404,-0.43,0.184,-0.228,NA,NA,NA,0.038,NA,13.6,NA
"2207",11,"SAN ANTONIO",48,2003554,"2020-03-31",-0.429,-0.164,-0.369,-0.413,-0.441,0.19,-0.234,NA,NA,NA,0.0175,NA,8.65,NA
"2208",11,"SAN ANTONIO",48,2003554,"2020-04-01",-0.414,-0.151,-0.36,-0.406,-0.446,0.189,-0.232,NA,NA,NA,0.037,NA,4.9,NA
"2209",11,"SAN ANTONIO",48,2003554,"2020-04-02",-0.413,-0.151,-0.403,-0.414,-0.45,0.19,-0.234,NA,NA,NA,0.036,NA,6.3,NA
"2210",11,"SAN ANTONIO",48,2003554,"2020-04-03",-0.411,-0.149,-0.437,-0.421,-0.456,0.193,-0.236,NA,NA,NA,0.0255,NA,8.85,NA
"2211",11,"SAN ANTONIO",48,2003554,"2020-04-04",-0.424,-0.164,-0.477,-0.443,-0.467,0.199,-0.246,NA,NA,NA,0.013,NA,2.1,NA
"2212",11,"SAN ANTONIO",48,2003554,"2020-04-05",-0.426,-0.163,-0.499,-0.449,-0.47,0.2,-0.249,NA,NA,NA,0.0165,NA,6.15,NA
"2213",11,"SAN ANTONIO",48,2003554,"2020-04-06",-0.426,-0.16,-0.493,-0.447,-0.473,0.2,-0.249,NA,NA,NA,0.034,NA,12.6,NA
"2214",11,"SAN ANTONIO",48,2003554,"2020-04-07",-0.433,-0.166,-0.513,-0.451,-0.477,0.201,-0.251,NA,NA,NA,0.019,NA,10.5,NA
"2215",11,"SAN ANTONIO",48,2003554,"2020-04-08",-0.441,-0.177,-0.533,-0.46,-0.48,0.203,-0.252,NA,NA,NA,0.02,NA,19.9,NA
"2216",11,"SAN ANTONIO",48,2003554,"2020-04-09",-0.441,-0.177,-0.521,-0.457,-0.483,0.203,-0.252,NA,NA,NA,0.027,NA,18.55,NA
"2217",11,"SAN ANTONIO",48,2003554,"2020-04-10",-0.441,-0.176,-0.501,-0.453,-0.49,0.204,-0.254,NA,NA,NA,0.033,NA,10.35,NA
"2218",11,"SAN ANTONIO",48,2003554,"2020-04-11",-0.426,-0.15,-0.483,-0.431,-0.487,0.199,-0.244,NA,NA,NA,0.039,NA,9.3,NA
"2219",11,"SAN ANTONIO",48,2003554,"2020-04-12",-0.443,-0.186,-0.491,-0.424,-0.496,0.197,-0.241,NA,NA,NA,0.03,NA,17.4,NA
"2220",11,"SAN ANTONIO",48,2003554,"2020-04-13",-0.44,-0.186,-0.484,-0.424,-0.497,0.197,-0.241,NA,NA,NA,0.033,NA,5.2,NA
"2221",11,"SAN ANTONIO",48,2003554,"2020-04-14",-0.436,-0.187,-0.484,-0.424,-0.494,0.197,-0.241,NA,NA,NA,0.04,NA,6.05,NA
"2222",11,"SAN ANTONIO",48,2003554,"2020-04-15",-0.421,-0.179,-0.477,-0.416,-0.491,0.196,-0.239,NA,NA,NA,0.0385,NA,5.45,NA
"2223",11,"SAN ANTONIO",48,2003554,"2020-04-16",-0.411,-0.176,-0.453,-0.409,-0.487,0.194,-0.238,NA,NA,NA,0.044,NA,8.6,NA
"2224",11,"SAN ANTONIO",48,2003554,"2020-04-17",-0.407,-0.181,-0.459,-0.406,-0.479,0.19,-0.234,NA,NA,NA,0.0395,NA,8.6,NA
"2225",11,"SAN ANTONIO",48,2003554,"2020-04-18",-0.404,-0.193,-0.451,-0.403,-0.473,0.189,-0.231,NA,NA,NA,0.021,NA,5.3,NA
"2226",11,"SAN ANTONIO",48,2003554,"2020-04-19",-0.379,-0.154,-0.433,-0.403,-0.461,0.187,-0.228,NA,NA,NA,0.01,NA,11.85,NA
"2227",11,"SAN ANTONIO",48,2003554,"2020-04-20",-0.373,-0.154,-0.429,-0.397,-0.459,0.186,-0.227,NA,NA,NA,0.0345,NA,7.5,NA
"2228",11,"SAN ANTONIO",48,2003554,"2020-04-21",-0.37,-0.154,-0.417,-0.396,-0.459,0.184,-0.225,NA,NA,NA,0.042,NA,17.45,NA
"2229",11,"SAN ANTONIO",48,2003554,"2020-04-22",-0.379,-0.161,-0.433,-0.403,-0.46,0.186,-0.227,NA,NA,NA,0.035,NA,13.05,NA
"2230",11,"SAN ANTONIO",48,2003554,"2020-04-23",-0.379,-0.16,-0.423,-0.401,-0.46,0.184,-0.225,NA,NA,NA,0.027,NA,4.6,NA
"2231",11,"SAN ANTONIO",48,2003554,"2020-04-24",-0.374,-0.154,-0.406,-0.397,-0.46,0.183,-0.224,NA,NA,NA,0.05,NA,7.95,NA
"2232",11,"SAN ANTONIO",48,2003554,"2020-04-25",-0.369,-0.146,-0.377,-0.39,-0.457,0.179,-0.216,NA,NA,NA,0.0515,NA,4,NA
"2233",11,"SAN ANTONIO",48,2003554,"2020-04-26",-0.364,-0.141,-0.36,-0.386,-0.456,0.177,-0.213,NA,NA,NA,0.0445,NA,7.85,NA
"2234",11,"SAN ANTONIO",48,2003554,"2020-04-27",-0.36,-0.134,-0.351,-0.386,-0.454,0.176,-0.212,NA,NA,NA,0.0485,NA,8.65,NA
"2235",11,"SAN ANTONIO",48,2003554,"2020-04-28",-0.356,-0.129,-0.347,-0.383,-0.453,0.166,-0.202,NA,NA,NA,0.041,NA,14.15,NA
"2236",11,"SAN ANTONIO",48,2003554,"2020-04-29",-0.347,-0.117,-0.311,-0.373,-0.45,0.163,-0.199,NA,NA,NA,0.035,NA,18.4,NA
"2237",11,"SAN ANTONIO",48,2003554,"2020-04-30",-0.34,-0.107,-0.304,-0.367,-0.447,0.161,-0.197,NA,NA,NA,0.035,NA,5.4,NA
"2238",11,"SAN ANTONIO",48,2003554,"2020-05-01",-0.331,-0.0957,-0.289,-0.36,-0.441,0.157,-0.193,NA,NA,NA,0.055,NA,7,NA
"2239",11,"SAN ANTONIO",48,2003554,"2020-05-02",-0.324,-0.0886,-0.287,-0.354,-0.436,0.156,-0.191,NA,NA,NA,0.045,NA,6.1,NA
"2240",11,"SAN ANTONIO",48,2003554,"2020-05-03",-0.317,-0.0829,-0.284,-0.349,-0.427,0.153,-0.185,NA,NA,NA,0.039,NA,4.6,NA
"2241",11,"SAN ANTONIO",48,2003554,"2020-05-04",-0.309,-0.0771,-0.279,-0.341,-0.423,0.15,-0.182,NA,NA,NA,0.0405,NA,10.8,NA
"2242",11,"SAN ANTONIO",48,2003554,"2020-05-05",-0.297,-0.0671,-0.263,-0.333,-0.419,0.156,-0.187,NA,NA,NA,0.034,NA,17.95,NA
"2243",11,"SAN ANTONIO",48,2003554,"2020-05-06",-0.29,-0.0629,-0.253,-0.329,-0.414,0.154,-0.186,NA,NA,NA,0.049,NA,3.5,NA
"2244",11,"SAN ANTONIO",48,2003554,"2020-05-07",-0.287,-0.06,-0.243,-0.327,-0.411,0.153,-0.184,NA,NA,NA,0.0495,NA,11.3,NA
"2245",11,"SAN ANTONIO",48,2003554,"2020-05-08",-0.283,-0.0557,-0.237,-0.326,-0.409,0.151,-0.183,NA,NA,NA,0.0335,NA,11.8,NA
"2246",11,"SAN ANTONIO",48,2003554,"2020-05-09",-0.274,-0.0343,-0.229,-0.32,-0.403,0.147,-0.175,NA,NA,NA,0.0435,NA,5.5,NA
"2247",11,"SAN ANTONIO",48,2003554,"2020-05-10",-0.269,-0.0157,-0.223,-0.307,-0.393,0.141,-0.164,NA,NA,NA,0.046,NA,6.75,NA
"2248",11,"SAN ANTONIO",48,2003554,"2020-05-11",-0.269,-0.0186,-0.21,-0.307,-0.391,0.14,-0.162,NA,NA,NA,0.048,NA,7.25,NA
"2249",11,"SAN ANTONIO",48,2003554,"2020-05-12",-0.271,-0.0243,-0.233,-0.314,-0.39,0.141,-0.163,NA,NA,NA,0.04,NA,7.5,NA
"2250",11,"SAN ANTONIO",48,2003554,"2020-05-13",-0.266,-0.0229,-0.227,-0.314,-0.387,0.14,-0.162,NA,NA,NA,0.0415,NA,7.8,NA
"2251",11,"SAN ANTONIO",48,2003554,"2020-05-14",-0.261,-0.0229,-0.231,-0.319,-0.384,0.139,-0.16,NA,NA,NA,0.0345,NA,6.05,NA
"2252",11,"SAN ANTONIO",48,2003554,"2020-05-15",-0.261,-0.0271,-0.239,-0.321,-0.383,0.139,-0.16,NA,NA,NA,0.029,NA,14.7,NA
"2253",11,"SAN ANTONIO",48,2003554,"2020-05-16",-0.261,-0.0414,-0.241,-0.329,-0.381,0.14,-0.163,NA,NA,NA,0.0455,NA,2.8,NA
"2254",11,"SAN ANTONIO",48,2003554,"2020-05-17",-0.259,-0.0543,-0.234,-0.34,-0.381,0.143,-0.169,NA,NA,NA,0.043,NA,4.4,NA
"2255",11,"SAN ANTONIO",48,2003554,"2020-05-18",-0.251,-0.0486,-0.243,-0.34,-0.377,0.141,-0.167,NA,NA,NA,0.044,NA,7.2,NA
"2256",11,"SAN ANTONIO",48,2003554,"2020-05-19",-0.241,-0.0429,-0.227,-0.337,-0.373,0.137,-0.163,NA,NA,NA,0.0415,NA,9.4,NA
"2257",11,"SAN ANTONIO",48,2003554,"2020-05-20",-0.237,-0.0429,-0.24,-0.34,-0.37,0.134,-0.159,NA,NA,NA,0.034,NA,16.45,NA
"2258",11,"SAN ANTONIO",48,2003554,"2020-05-21",-0.231,-0.04,-0.244,-0.334,-0.367,0.131,-0.157,NA,NA,NA,0.04,NA,22.35,NA
"2259",11,"SAN ANTONIO",48,2003554,"2020-05-22",-0.224,-0.0329,-0.244,-0.331,-0.364,0.129,-0.154,NA,NA,NA,0.0285,NA,14.95,NA
"2260",11,"SAN ANTONIO",48,2003554,"2020-05-23",-0.223,-0.0314,-0.247,-0.33,-0.357,0.126,-0.149,NA,NA,NA,0.027,NA,15.15,NA
"2261",11,"SAN ANTONIO",48,2003554,"2020-05-24",-0.221,-0.0314,-0.256,-0.334,-0.356,0.124,-0.146,NA,NA,NA,0.031,NA,10.6,NA
"2262",11,"SAN ANTONIO",48,2003554,"2020-05-25",-0.226,-0.0357,-0.26,-0.351,-0.397,0.134,-0.158,NA,NA,NA,0.0405,NA,4.9,NA
"2263",11,"SAN ANTONIO",48,2003554,"2020-05-26",-0.22,-0.0271,-0.251,-0.331,-0.353,0.124,-0.146,NA,NA,NA,0.032,NA,5.2,NA
"2264",11,"SAN ANTONIO",48,2003554,"2020-05-27",-0.219,-0.0257,-0.251,-0.33,-0.349,0.124,-0.146,NA,NA,NA,0.0315,NA,7.45,NA
"2265",11,"SAN ANTONIO",48,2003554,"2020-05-28",-0.219,-0.0314,-0.273,-0.334,-0.346,0.126,-0.147,NA,NA,NA,0.05,NA,8.35,NA
"2266",11,"SAN ANTONIO",48,2003554,"2020-05-29",-0.214,-0.0314,-0.263,-0.331,-0.341,0.124,-0.146,NA,NA,NA,0.024,NA,5.65,NA
"2267",11,"SAN ANTONIO",48,2003554,"2020-05-30",-0.209,-0.03,-0.247,-0.324,-0.331,0.123,-0.143,NA,NA,NA,0.0505,NA,6.65,NA
"2268",11,"SAN ANTONIO",48,2003554,"2020-05-31",-0.203,-0.0271,-0.244,-0.317,-0.321,0.123,-0.143,NA,NA,NA,0.034,NA,12.25,NA
"2269",11,"SAN ANTONIO",48,2003554,"2020-06-01",-0.193,-0.0186,-0.246,-0.313,-0.317,0.121,-0.142,NA,NA,NA,0.03,NA,6.2,NA
"2270",11,"SAN ANTONIO",48,2003554,"2020-06-02",-0.189,-0.0186,-0.254,-0.313,-0.316,0.12,-0.14,NA,NA,NA,0.03,NA,9.35,NA
"2271",11,"SAN ANTONIO",48,2003554,"2020-06-03",-0.181,-0.0114,-0.243,-0.31,-0.316,0.117,-0.137,NA,NA,NA,0.026,NA,8.1,NA
"2272",11,"SAN ANTONIO",48,2003554,"2020-06-04",-0.173,-0.00429,-0.214,-0.304,-0.316,0.113,-0.133,NA,NA,NA,0.028,NA,5.5,NA
"2273",11,"SAN ANTONIO",48,2003554,"2020-06-05",-0.171,-0.00571,-0.219,-0.304,-0.317,0.111,-0.131,NA,NA,NA,0.022,NA,9.9,NA
"2274",11,"SAN ANTONIO",48,2003554,"2020-06-06",-0.17,-0.00714,-0.231,-0.306,-0.321,0.11,-0.129,NA,NA,NA,0.039,NA,7.6,NA
"2275",11,"SAN ANTONIO",48,2003554,"2020-06-07",-0.166,-0.00714,-0.231,-0.303,-0.324,0.109,-0.126,NA,NA,NA,0.0545,NA,11.25,NA
"2276",11,"SAN ANTONIO",48,2003554,"2020-06-08",-0.167,-0.0143,-0.229,-0.3,-0.326,0.107,-0.124,NA,NA,NA,0.042,NA,10.15,NA
"2277",11,"SAN ANTONIO",48,2003554,"2020-06-09",-0.167,-0.0157,-0.224,-0.299,-0.326,0.106,-0.123,NA,NA,NA,0.034,NA,12.95,NA
